2020 Bowman Draft Chrome HESTON KJERSTAD 1st Bowman Auto Orioles,Patrick Bailey,$169.95,"Feb 28, 2021

12:52:02 PST",Baseball,San Francisco Giants,2020,Bowman,Ungraded,,Refractor,https://www.ebay.com/itm/2020-Bowman-Draft-Chrome-HESTON-KJERSTAD-1st-Bowman-Auto-Orioles/353326308274?hash=item5243e39bb2:g:YYwAAOSw4A1f3061
2020-21 Panini NBA Hoops Immanuel Quickley Rookie Ink Auto KNICKS #RI-QY,immanuel quickley,$150.00,"Feb 28, 2021

12:50:41 PST",Basketball,New York Knicks,2020-21,Panini,Ungraded,Not Professionally Graded,"Rookie, Autograph",https://www.ebay.com/itm/2020-21-Panini-NBA-Hoops-Immanuel-Quickley-Rookie-Ink-Auto-KNICKS-RI-QY/353395425431?hash=item5248024097:g:ubgAAOSwVChgLbKM
(2) 2007 Ace Authentic Novak Djokovic RC Straight Sets Mint,Novak Djokovic,$293.00,"Feb 28, 2021

12:50:31 PST",Tennis,,2007,Ace Authentic,,,Rookie,https://www.ebay.com/itm/2-2007-Ace-Authentic-Novak-Djokovic-RC-Straight-Sets-Mint/353399958609?hash=item5248476c51:g:yHgAAOSwWuNgOA0w
2020 PANINI PRIZM ISAIAH SIMMONS CHECKER BOARD PRIZM ROOKIE RC SSP!,Isaiah Simmons,$49.99,"Feb 28, 2021

12:49:11 PST",Football,Arizona Cardinals,2020,Panini,Ungraded,,Rookie,https://www.ebay.com/itm/2020-PANINI-PRIZM-ISAIAH-SIMMONS-CHECKER-BOARD-PRIZM-ROOKIE-RC-SSP/203291532146?hash=item2f551e9b72:g:BJMAAOSwdPxgMbAS
"Joe Burrow 3 CARD RC LOT Mystique Light Blue #286/299, Red #214/399,Blue Acetate",Joe Burrow,$46.76,"Feb 28, 2021

12:48:23 PST",Football,Cincinnati Bengals,2020,Panini,Ungraded,Not Professionally Graded,"Acetate, Refractor, Rookie, Serial Numbered, Short Print (SP), Single-Insert, Single-Parallel",https://www.ebay.com/itm/Joe-Burrow-3-CARD-RC-LOT-Mystique-Light-Blue-286-299-Red-214-399-Blue-Acetate/353395423019?hash=item524802372b:g:51kAAOSw-iFgMsYv
2019 Panini Revolution TMall Kyrie Irving Auto,Kyrie Irving,$83.00,"Feb 28, 2021

12:48:18 PST",Basketball,Brooklyn Nets,2019,Panini,Ungraded,Not Professionally Graded,,https://www.ebay.com/itm/2019-Panini-Revolution-TMall-Kyrie-Irving-Auto/203285639820?hash=item2f54c4b28c:g:7TMAAOSw9axgMsbu
Patrick Mahomes 2017 Panini Prestige Rookie Card Free Shipping Plus Free Card ,Patrick Mahomes,$36.95,"Feb 28, 2021

12:47:41 PST",Football,Texas Tech Red Raiders,2017,Panini,Ungraded,Not Professionally Graded,Rookie,https://www.ebay.com/itm/Patrick-Mahomes-2017-Panini-Prestige-Rookie-Card-Free-Shipping-Plus-Free-Card/203285639183?hash=item2f54c4b00f:g:iwsAAOSwxFRgMsV5
"2010 SCORE- ""FRANCHISE"" TOM BRADY- CARD #17- GEM/MT ""10"" SUPER BOWL CHAMP AGAIN!",Tom Brady,$41.00,"Feb 28, 2021

12:46:29 PST",Football,New England Patriots,2010,SCORE,10,Professional Sports (PSA),,https://www.ebay.com/itm/2010-SCORE-FRANCHISE-TOM-BRADY-CARD-17-GEM-MT-10-SUPER-BOWL-CHAMP-AGAIN/203285638400?hash=item2f54c4ad00:g:LRYAAOSwuzFgMsU9
2020 Contenders Draft Pick Diamond Ticket Auto 2 DPT2-PC Pete Crow-Armstrong /15,Pete Crow-Armstrong,$100.00,"Feb 28, 2021

12:46:00 PST",Baseball,New York Mets,2020,Panini,Ungraded,,,https://www.ebay.com/itm/2020-Contenders-Draft-Pick-Diamond-Ticket-Auto-2-DPT2-PC-Pete-Crow-Armstrong-15/203227773197?hash=item2f5151b90d:g:kQYAAOSwlIxf43t2
2019 Panini Prizm #129 Lebron James PSA 10 (QTY 4),LeBron James,$139.99,"Feb 28, 2021

12:40:14 PST",Basketball,Los Angeles Lakers,2019,Panini,10,Professional Sports (PSA),Single-Parallel,https://www.ebay.com/itm/2019-Panini-Prizm-129-Lebron-James-PSA-10-QTY-4/353391403062?hash=item5247c4e036:g:BDEAAOSwhsZgLcjB
Lebron James SP Holo Foil Insert High Voltage 2020-21 NBA Hoops #15 LA Lakers,LeBron James,$66.00,"Feb 28, 2021

12:35:34 PST",Basketball,Los Angeles Lakers,2021,Panini,Ungraded,Not Professionally Graded,"Short Print (SP), Single-Insert, Single-Parallel, Holographic Foil",https://www.ebay.com/itm/Lebron-James-SP-Holo-Foil-Insert-High-Voltage-2020-21-NBA-Hoops-15-LA-Lakers/353392413775?hash=item5247d44c4f:g:QUQAAOSw-npgKdS5
1987 Fleer Sticker Basketball #2 Michael Jordan Chicago Bulls HOF See Pics Read,Michael Jordan,$217.50,"Feb 28, 2021

12:30:26 PST",Basketball,Chicago Bulls,1987,Fleer,,,"Short Print (SP), Single-Insert",https://www.ebay.com/itm/1987-Fleer-Sticker-Basketball-2-Michael-Jordan-Chicago-Bulls-HOF-See-Pics-Read/203285625967?hash=item2f54c47c6f:g:hRcAAOSwJ61gMsIa
PSA 9 Donovan Mitchell Red Star Gazing 91/99 2019 Panini Donruss Optic,Donovan Mitchell,$59.99,"Feb 28, 2021

12:30:04 PST",Basketball,Utah Jazz,2019,Panini,9,Professional Sports (PSA),Refractor,https://www.ebay.com/itm/PSA-9-Donovan-Mitchell-Red-Star-Gazing-91-99-2019-Panini-Donruss-Optic/353330190896?hash=item52441eda30:g:P6cAAOSwPk5f49wl
🔥LUIS ROBERT 2020 TOPPS #392 ROOKIE RC GMA 💎 GEM MINT 10 ,Luis Robert,$60.00,"Feb 28, 2021

12:29:59 PST",Baseball,Chicago White Sox,2020,Topps,10,Professional Sports (PSA),Rookie,https://www.ebay.com/itm/LUIS-ROBERT-2020-TOPPS-392-ROOKIE-RC-GMA-GEM-MINT-10/353337814227?hash=item5244932cd3:g:JZoAAOSw~OFf7mSX
1951 Bowman Gum Nelson Fox #232,Nelson Fox,$37.00,"Feb 28, 2021

12:29:31 PST",Baseball,Chicago White Sox,1951,Bowman,,Not Professionally Graded,,https://www.ebay.com/itm/1951-Bowman-Gum-Nelson-Fox-232/203285624861?hash=item2f54c4781d:g:0xUAAOSwt39gMsJe
"SASHA BANDS  2020 TOPPS  WWE FULLY LOADED ""AUTOGRAPH  MAT RELIC"" SERIAL #77/99 ",Sasha Banks,$56.00,"Feb 28, 2021

12:29:07 PST",Wrestling,NONE,2020,Topps,Ungraded,TOPPS,"Piece of Authentic, AUTOGRAPHED MAT RELIC SERIAL #77/99",https://www.ebay.com/itm/SASHA-BANDS-2020-TOPPS-WWE-FULLY-LOADED-AUTOGRAPH-MAT-RELIC-SERIAL-77-99/203287438119?hash=item2f54e02327:g:shgAAOSwjOFgNWSO
2020 Upper Deck Goodwin Champions Brendan Bayliss 18/80 Umphre's McGee Auto🔥,Bredan Bayliss,$35.01,"Feb 28, 2021

12:24:59 PST",,Muscian,2020,Upper Deck,Ungraded,Not Professionally Graded,On Card Auto,https://www.ebay.com/itm/2020-Upper-Deck-Goodwin-Champions-Brendan-Bayliss-18-80-Umphres-McGee-Auto/203175485304?hash=item2f4e33df78:g:n~4AAOSwfTpff0EK
